Date,NumberofGames,DayofWeek,VisitingTeam,VisitingTeamLeague,VisitingTeamGameNumber,HomeTeam,HomeTeamLeague,HomeTeamGameNumber,VistingTeamScore,HomeTeamScore,NumberofOuts,DayNight,Completition_Information,Forfeit_Information,Protest_Information,BallParkID,Attendance
2008-04-11,0,Fri,BAL,AL,10,TBA,AL,10,5,10,51,N,,,,STP01,12146
2008-04-11,0,Fri,TOR,AL,10,TEX,AL,10,8,5,54,N,,,,ARL02,24209
2008-04-12,0,Sat,COL,NL,11,ARI,NL,11,3,10,51,D,,,,PHO01,29256
2008-04-12,0,Sat,FLO,NL,11,HOU,NL,12,0,5,51,N,,,,HOU03,34336
2008-04-12,0,Sat,SDN,NL,12,LAN,NL,11,1,11,51,N,,,,LOS03,54955
2008-04-12,0,Sat,MIL,NL,11,NYN,NL,10,5,3,54,D,,,,NYC17,54701
2008-04-12,0,Sat,CHN,NL,11,PHI,NL,12,1,7,51,N,,,,PHI13,45072
2008-04-12,0,Sat,CIN,NL,12,PIT,NL,11,3,4,51,N,,,,PIT08,18096
2008-04-12,0,Sat,SLN,NL,12,SFN,NL,12,8,7,60,D,,,,SFO03,35717
2008-04-12,0,Sat,ATL,NL,11,WAS,NL,12,10,2,54,D,,,,WAS11,32532
2008-04-12,0,Sat,NYA,AL,12,BOS,AL,12,3,4,51,D,,,,BOS07,37461
2008-04-12,0,Sat,DET,AL,11,CHA,AL,10,0,7,51,D,,,,CHI12,29649
2008-04-12,0,Sat,OAK,AL,12,CLE,AL,11,7,3,54,N,,,,CLE08,19170
2008-04-12,0,Sat,MIN,AL,11,KCA,AL,11,2,0,54,N,,,,KAN06,36300
2008-04-12,0,Sat,ANA,AL,12,SEA,AL,12,3,8,51,N,,,,SEA03,34963
2008-04-12,0,Sat,BAL,AL,11,TBA,AL,11,3,2,54,N,,,,STP01,19295
2008-04-12,0,Sat,TOR,AL,11,TEX,AL,11,4,1,54,N,,,,ARL02,34960
2008-04-13,0,Sun,COL,NL,12,ARI,NL,12,13,5,54,D,,,,PHO01,31321
2008-04-13,0,Sun,FLO,NL,12,HOU,NL,13,1,5,51,D,,,,HOU03,29766
2008-04-13,0,Sun,SDN,NL,13,LAN,NL,12,1,0,54,D,,,,LOS03,47357
2008-04-13,0,Sun,MIL,NL,12,NYN,NL,11,9,7,54,D,,,,NYC17,52794
2008-04-13,0,Sun,CHN,NL,12,PHI,NL,13,6,5,60,D,,,,PHI13,40095
2008-04-13,0,Sun,CIN,NL,13,PIT,NL,12,1,9,51,D,,,,PIT08,11201
2008-04-13,0,Sun,SLN,NL,13,SFN,NL,13,4,7,51,D,,,,SFO03,37195
2008-04-13,0,Sun,ATL,NL,12,WAS,NL,13,4,5,51,D,,,,WAS11,29151
2008-04-13,0,Sun,NYA,AL,13,BOS,AL,13,5,8,51,N,,,,BOS07,37876
2008-04-13,0,Sun,DET,AL,12,CHA,AL,11,0,11,51,D,,,,CHI12,26294
2008-04-13,0,Sun,OAK,AL,13,CLE,AL,12,1,7,51,D,,,,CLE08,17228
2008-04-13,0,Sun,MIN,AL,12,KCA,AL,12,1,5,51,D,,,,KAN06,13886
2008-04-13,0,Sun,ANA,AL,13,SEA,AL,13,10,5,54,D,,,,SEA03,30664
2008-04-13,0,Sun,BAL,AL,12,TBA,AL,12,2,6,51,D,,,,STP01,16748
2008-04-13,0,Sun,TOR,AL,12,TEX,AL,12,5,4,60,D,,,,ARL02,21515
2008-04-14,0,Mon,PIT,NL,13,LAN,NL,13,6,4,54,N,,,,LOS03,37334
2008-04-14,0,Mon,ARI,NL,13,SFN,NL,14,4,5,51,N,,,,SFO03,30371
2008-04-14,0,Mon,TOR,AL,13,BAL,AL,13,3,4,51,N,,,,BAL12,11510
2008-04-14,0,Mon,OAK,AL,14,CHA,AL,12,2,1,54,N,,,,CHI12,20430
2008-04-14,0,Mon,BOS,AL,14,CLE,AL,13,6,4,54,N,,,,CLE08,21802
2008-04-14,0,Mon,MIN,AL,13,DET,AL,13,9,11,51,N,,,,DET05,32002
2008-04-14,0,Mon,KCA,AL,13,SEA,AL,14,5,1,54,N,,,,SEA03,16751
2008-04-14,0,Mon,NYA,AL,14,TBA,AL,13,8,7,54,N,,,,STP01,18872
2008-04-14,0,Mon,ANA,AL,14,TEX,AL,13,7,4,54,N,,,,ARL02,16541
2008-04-15,0,Tue,CIN,NL,14,CHN,NL,13,5,9,51,N,,,,CHI11,39130
2008-04-15,0,Tue,ATL,NL,13,FLO,NL,13,0,4,51,N,,,,MIA01,10462
2008-04-15,0,Tue,PIT,NL,14,LAN,NL,14,2,11,51,N,,,,LOS03,37896
2008-04-15,0,Tue,WAS,NL,14,NYN,NL,12,0,6,51,N,,,,NYC17,46567
2008-04-15,0,Tue,HOU,NL,14,PHI,NL,14,3,4,52,N,,,,PHI13,34609
2008-04-15,0,Tue,COL,NL,13,SDN,NL,14,0,6,51,N,,,,SAN02,24439
2008-04-15,0,Tue,ARI,NL,14,SFN,NL,15,8,2,54,D,,,,SFO03,30068
2008-04-15,0,Tue,MIL,NL,13,SLN,NL,14,1,6,51,N,,,,STL10,39438
2008-04-15,0,Tue,TOR,AL,14,BAL,AL,14,11,3,54,N,,,,BAL12,15017
2008-04-15,0,Tue,OAK,AL,15,CHA,AL,13,1,4,51,D,,,,CHI12,18254
2008-04-15,0,Tue,BOS,AL,15,CLE,AL,14,5,3,54,N,,,,CLE08,25135
2008-04-15,0,Tue,MIN,AL,14,DET,AL,14,5,6,51,N,,,,DET05,30901
2008-04-15,0,Tue,KCA,AL,14,SEA,AL,15,6,11,51,D,,,,SEA03,17137
2008-04-15,0,Tue,NYA,AL,15,TBA,AL,14,5,3,54,N,,,,STP01,20923
2008-04-15,0,Tue,ANA,AL,15,TEX,AL,14,7,4,54,D,,,,ARL02,15595
2008-04-16,0,Wed,CIN,NL,15,CHN,NL,14,3,12,51,N,,,,CHI11,40099
2008-04-16,0,Wed,ATL,NL,14,FLO,NL,14,5,6,51,N,,,,MIA01,10712
2008-04-16,0,Wed,PIT,NL,15,LAN,NL,15,1,8,51,N,,,,LOS03,53629
2008-04-16,0,Wed,WAS,NL,15,NYN,NL,13,2,5,51,N,,,,NYC17,46106
2008-04-16,0,Wed,HOU,NL,15,PHI,NL,15,2,1,54,N,,,,PHI13,31644
2008-04-16,0,Wed,COL,NL,14,SDN,NL,15,10,2,54,N,,,,SAN02,21730
2008-04-16,0,Wed,ARI,NL,15,SFN,NL,16,4,1,54,D,,,,SFO03,30510
2008-04-16,0,Wed,MIL,NL,14,SLN,NL,15,4,5,51,N,,,,STL10,40712
2008-04-16,0,Wed,KCA,AL,15,ANA,AL,16,3,2,54,N,,,,ANA01,41336
2008-04-16,0,Wed,CHA,AL,14,BAL,AL,15,3,1,54,N,,,,BAL12,12080
2008-04-16,0,Wed,DET,AL,15,CLE,AL,15,13,2,54,N,,,,CLE08,17644
2008-04-16,0,Wed,TBA,AL,15,MIN,AL,15,5,6,51,N,,,,MIN03,20209
2008-04-16,0,Wed,BOS,AL,16,NYA,AL,16,9,15,51,N,,,,NYC16,54667
2008-04-16,0,Wed,SEA,AL,16,OAK,AL,16,4,2,54,N,,,,OAK01,21126
2008-04-16,0,Wed,TEX,AL,15,TOR,AL,15,7,5,84,N,,,,TOR02,15686
2008-04-17,0,Thu,CIN,NL,16,CHN,NL,15,9,2,54,D,,,,CHI11,39534
2008-04-17,0,Thu,ATL,NL,15,FLO,NL,15,8,0,54,N,,,,MIA01,11237
2008-04-17,0,Thu,WAS,NL,16,NYN,NL,14,2,3,83,N,,,,NYC17,47785
2008-04-17,0,Thu,HOU,NL,16,PHI,NL,16,2,10,51,D,,,,PHI13,33526
2008-04-17,0,Thu,COL,NL,15,SDN,NL,16,2,1,132,N,,,,SAN02,25984
2008-04-17,0,Thu,MIL,NL,15,SLN,NL,16,5,3,60,D,,,,STL10,36850
2008-04-17,0,Thu,KCA,AL,16,ANA,AL,17,3,5,51,N,,,,ANA01,40021
2008-04-17,0,Thu,CHA,AL,15,BAL,AL,16,5,6,58,N,,,,BAL12,13676
2008-04-17,0,Thu,DET,AL,16,CLE,AL,16,1,11,51,N,,,,CLE08,21547
2008-04-17,0,Thu,TBA,AL,16,MIN,AL,16,7,3,54,N,,,,MIN03,14781
2008-04-17,0,Thu,BOS,AL,17,NYA,AL,17,7,5,54,N,,,,NYC16,55088
2008-04-17,0,Thu,SEA,AL,17,OAK,AL,17,8,1,54,N,,,,OAK01,10164
2008-04-17,0,Thu,TEX,AL,16,TOR,AL,16,4,1,54,N,,,,TOR02,15809
2008-04-18,0,Fri,SDN,NL,17,ARI,NL,16,0,9,51,N,,,,PHO01,26783
2008-04-18,0,Fri,LAN,NL,16,ATL,NL,16,1,6,51,N,,,,ATL02,38250
2008-04-18,0,Fri,PIT,NL,16,CHN,NL,16,2,3,51,D,,,,CHI11,39118
2008-04-18,0,Fri,MIL,NL,16,CIN,NL,17,5,2,54,N,,,,CIN09,32629
2008-04-18,0,Fri,WAS,NL,17,FLO,NL,16,6,4,54,N,,,,MIA01,13279
2008-04-18,0,Fri,COL,NL,16,HOU,NL,17,11,5,54,N,,,,HOU03,34272
2008-04-18,0,Fri,NYN,NL,15,PHI,NL,17,6,4,54,N,,,,PHI13,45156
2008-04-18,0,Fri,SFN,NL,17,SLN,NL,17,1,11,51,N,,,,STL10,40684
2008-04-18,0,Fri,SEA,AL,18,ANA,AL,18,4,5,51,N,,,,ANA01,43939
2008-04-18,0,Fri,NYA,AL,18,BAL,AL,17,2,8,51,N,,,,BAL12,40653
2008-04-18,0,Fri,TEX,AL,17,BOS,AL,18,3,11,51,N,,,,BOS07,37902
2008-04-18,0,Fri,CLE,AL,17,MIN,AL,17,4,0,54,N,,,,MIN03,22366
2008-04-18,0,Fri,KCA,AL,17,OAK,AL,18,2,13,51,N,,,,OAK01,12528
2008-04-18,0,Fri,CHA,AL,16,TBA,AL,17,9,2,54,N,,,,STP01,12379
2008-04-18,0,Fri,DET,AL,17,TOR,AL,17,8,4,54,N,,,,TOR02,24294
2008-04-19,0,Sat,SDN,NL,18,ARI,NL,17,3,10,51,N,,,,PHO01,39726
2008-04-19,0,Sat,LAN,NL,17,ATL,NL,17,1,4,51,D,,,,ATL02,40451
2008-04-19,0,Sat,PIT,NL,17,CHN,NL,17,1,13,51,D,,,,CHI11,40298
2008-04-19,0,Sat,MIL,NL,17,CIN,NL,18,5,3,60,D,,,,CIN09,26410
2008-04-19,0,Sat,WAS,NL,18,FLO,NL,17,5,6,52,N,,,,MIA01,18944
2008-04-19,0,Sat,COL,NL,17,HOU,NL,18,3,2,54,N,,,,HOU03,34540
2008-04-19,0,Sat,NYN,NL,16,PHI,NL,18,4,2,54,D,,,,PHI13,45149
2008-04-19,0,Sat,SFN,NL,18,SLN,NL,18,3,0,54,D,,,,STL10,41707
2008-04-19,0,Sat,SEA,AL,19,ANA,AL,19,1,4,51,N,,,,ANA01,43959
2008-04-19,0,Sat,NYA,AL,19,BAL,AL,18,0,6,51,N,,,,BAL12,41776
2008-04-19,0,Sat,TEX,AL,18,BOS,AL,19,3,5,51,N,,,,BOS07,37958
2008-04-19,0,Sat,CLE,AL,18,MIN,AL,18,0,3,51,D,,,,MIN03,34210
2008-04-19,0,Sat,KCA,AL,18,OAK,AL,19,5,6,51,D,,,,OAK01,20390
2008-04-19,0,Sat,CHA,AL,17,TBA,AL,18,0,5,51,N,,,,STP01,17613
2008-04-19,0,Sat,DET,AL,18,TOR,AL,18,2,3,51,D,,,,TOR02,31052
2008-04-20,0,Sun,SDN,NL,19,ARI,NL,18,9,4,54,D,,,,PHO01,28090
2008-04-20,0,Sun,LAN,NL,18,ATL,NL,18,1,6,51,D,,,,ATL02,36772
2008-04-20,0,Sun,PIT,NL,18,CHN,NL,18,6,13,51,D,,,,CHI11,41405
2008-04-20,0,Sun,MIL,NL,18,CIN,NL,19,3,4,58,D,,,,CIN09,26902
2008-04-20,0,Sun,WAS,NL,19,FLO,NL,18,1,6,51,D,,,,MIA01,11635
2008-04-20,0,Sun,COL,NL,18,HOU,NL,19,4,6,51,D,,,,HOU03,35286
2008-04-20,0,Sun,NYN,NL,17,PHI,NL,19,4,5,51,N,,,,PHI13,45173
2008-04-20,0,Sun,SFN,NL,19,SLN,NL,19,8,2,54,D,,,,STL10,41127
2008-04-20,0,Sun,SEA,AL,20,ANA,AL,20,4,2,54,D,,,,ANA01,43631
2008-04-20,0,Sun,NYA,AL,20,BAL,AL,19,7,1,54,D,,,,BAL12,37501
2008-04-20,0,Sun,TEX,AL,19,BOS,AL,20,5,6,51,D,,,,BOS07,37480
2008-04-20,0,Sun,CLE,AL,19,MIN,AL,19,1,2,59,D,,,,MIN03,27703
2008-04-20,0,Sun,KCA,AL,19,OAK,AL,20,1,7,51,D,,,,OAK01,18645
2008-04-20,0,Sun,CHA,AL,18,TBA,AL,19,6,0,54,D,,,,STP01,17212
2008-04-20,0,Sun,DET,AL,19,TOR,AL,19,3,5,51,D,,,,TOR02,30139
2008-04-21,0,Mon,SFN,NL,20,ARI,NL,19,2,4,51,N,,,,PHO01,22097
2008-04-21,0,Mon,WAS,NL,20,ATL,NL,19,3,7,51,N,,,,ATL02,16706
2008-04-21,0,Mon,NYN,NL,18,CHN,NL,19,1,7,51,N,,,,CHI11,40582
2008-04-21,0,Mon,LAN,NL,19,CIN,NL,20,9,3,54,N,,,,CIN09,14446
2008-04-21,0,Mon,PHI,NL,20,COL,NL,19,9,5,54,N,,,,DEN02,24886
2008-04-21,0,Mon,SDN,NL,20,HOU,NL,20,3,10,51,N,,,,HOU03,28600
2008-04-21,0,Mon,SLN,NL,20,MIL,NL,19,4,3,54,N,,,,MIL06,31240
2008-04-21,0,Mon,FLO,NL,19,PIT,NL,19,10,4,54,N,,,,PIT08,8444
2008-04-21,0,Mon,TEX,AL,20,BOS,AL,21,3,8,51,D,,,,BOS07,37539
2008-04-21,0,Mon,DET,AL,20,TOR,AL,20,5,1,54,D,,,,TOR02,25287
2008-04-22,0,Tue,SFN,NL,21,ARI,NL,20,4,5,51,N,,,,PHO01,25074
2008-04-22,0,Tue,WAS,NL,21,ATL,NL,20,6,0,54,N,,,,ATL02,23482
2008-04-22,0,Tue,NYN,NL,19,CHN,NL,20,1,8,51,D,,,,CHI11,40503
2008-04-22,0,Tue,LAN,NL,20,CIN,NL,21,1,8,51,N,,,,CIN09,14763
2008-04-22,0,Tue,PHI,NL,21,COL,NL,20,8,6,54,N,,,,DEN02,26665
2008-04-22,0,Tue,SDN,NL,21,HOU,NL,21,7,11,51,N,,,,HOU03,33434
2008-04-22,0,Tue,SLN,NL,21,MIL,NL,20,8,9,70,D,,,,MIL06,23748
2008-04-22,0,Tue,FLO,NL,20,PIT,NL,20,2,3,51,N,,,,PIT08,10185
2008-04-22,0,Tue,ANA,AL,21,BOS,AL,22,6,7,51,N,,,,BOS07,37982
2008-04-22,0,Tue,NYA,AL,21,CHA,AL,19,9,5,54,N,,,,CHI12,25012
2008-04-22,0,Tue,TEX,AL,21,DET,AL,21,2,10,51,N,,,,DET05,33629
2008-04-22,0,Tue,CLE,AL,20,KCA,AL,20,15,1,54,N,,,,KAN06,16165
2008-04-22,0,Tue,MIN,AL,20,OAK,AL,21,5,4,54,N,,,,OAK01,10267
2008-04-22,0,Tue,BAL,AL,20,SEA,AL,21,2,4,51,N,,,,SEA03,17780
2008-04-22,0,Tue,TOR,AL,21,TBA,AL,20,4,6,51,N,,,,LBV01,8269
2008-04-23,0,Wed,FLO,NL,21,ATL,NL,21,7,2,54,N,,,,ATL02,19852
2008-04-23,0,Wed,HOU,NL,22,CIN,NL,22,9,3,54,N,,,,CIN09,16017
2008-04-23,0,Wed,CHN,NL,21,COL,NL,21,7,6,60,N,,,,DEN02,36864
2008-04-23,0,Wed,ARI,NL,21,LAN,NL,21,3,8,51,N,,,,LOS03,42590
2008-04-23,0,Wed,PHI,NL,22,MIL,NL,21,4,5,51,N,,,,MIL06,30548
2008-04-23,0,Wed,SLN,NL,22,PIT,NL,21,4,7,51,N,,,,PIT08,10487
2008-04-23,0,Wed,SFN,NL,22,SDN,NL,22,3,2,78,N,,,,SAN02,25506
2008-04-23,0,Wed,NYN,NL,20,WAS,NL,22,7,2,54,N,,,,WAS11,32780
2008-04-23,0,Wed,ANA,AL,22,BOS,AL,23,6,4,54,N,,,,BOS07,38172
2008-04-23,0,Wed,NYA,AL,22,CHA,AL,20,6,4,54,N,,,,CHI12,27751
2008-04-23,0,Wed,TEX,AL,22,DET,AL,22,6,19,51,N,,,,DET05,34245
2008-04-23,0,Wed,MIN,AL,21,OAK,AL,22,0,3,51,N,,,,OAK01,15242
2008-04-23,0,Wed,BAL,AL,21,SEA,AL,22,3,2,54,N,,,,SEA03,16823
2008-04-23,0,Wed,TOR,AL,22,TBA,AL,21,3,5,51,N,,,,LBV01,8989
2008-04-24,0,Thu,FLO,NL,22,ATL,NL,22,4,7,51,N,,,,ATL02,19903
2008-04-24,0,Thu,HOU,NL,23,CIN,NL,23,5,3,54,D,,,,CIN09,17403
2008-04-24,0,Thu,CHN,NL,22,COL,NL,22,2,4,51,D,,,,DEN02,32791
2008-04-24,0,Thu,ARI,NL,22,LAN,NL,22,6,4,54,N,,,,LOS03,38350
2008-04-24,0,Thu,PHI,NL,23,MIL,NL,22,3,1,54,D,,,,MIL06,23905
2008-04-24,0,Thu,SLN,NL,23,PIT,NL,22,6,2,54,N,,,,PIT08,9544
2008-04-24,0,Thu,SFN,NL,23,SDN,NL,23,1,0,54,N,,,,SAN02,26789
2008-04-24,0,Thu,NYN,NL,21,WAS,NL,23,5,10,51,N,,,,WAS11,29750
2008-04-24,0,Thu,ANA,AL,23,BOS,AL,24,7,5,54,D,,,,BOS07,37848
2008-04-24,0,Thu,NYA,AL,23,CHA,AL,21,6,7,52,N,,,,CHI12,27243
2008-04-24,0,Thu,TEX,AL,23,DET,AL,23,2,8,51,D,,,,DET05,39058
2008-04-24,1,Thu,CLE,AL,21,KCA,AL,21,9,6,54,N,,,,KAN06,0
2008-04-24,2,Thu,CLE,AL,22,KCA,AL,22,2,0,54,N,,,,KAN06,11637
2008-04-24,0,Thu,MIN,AL,22,OAK,AL,23,2,11,51,D,,,,OAK01,12593
2008-04-24,0,Thu,BAL,AL,22,SEA,AL,23,8,7,54,N,,,,SEA03,16727
2008-04-24,0,Thu,TOR,AL,23,TBA,AL,22,3,5,51,N,,,,LBV01,9540
2008-04-25,0,Fri,COL,NL,23,LAN,NL,23,7,8,77,N,,,,LOS03,53205
2008-04-25,0,Fri,FLO,NL,23,MIL,NL,23,3,0,60,N,,,,MIL06,40088
2008-04-25,0,Fri,ATL,NL,23,NYN,NL,22,6,3,54,N,,,,NYC17,52495
2008-04-25,0,Fri,PHI,NL,24,PIT,NL,23,6,5,54,N,,,,PIT08,23930
2008-04-25,0,Fri,ARI,NL,23,SDN,NL,24,5,1,54,N,,,,SAN02,31340
2008-04-25,0,Fri,CIN,NL,24,SFN,NL,24,1,3,51,N,,,,SFO03,34657
2008-04-25,0,Fri,HOU,NL,24,SLN,NL,24,3,2,54,N,,,,STL10,41193
2008-04-25,0,Fri,CHN,NL,23,WAS,NL,24,3,5,52,N,,,,WAS11,35154
2008-04-25,0,Fri,NYA,AL,24,CLE,AL,23,4,6,51,N,,,,CLE08,31467
2008-04-25,0,Fri,ANA,AL,24,DET,AL,24,4,3,54,N,,,,DET05,40380
2008-04-25,0,Fri,TOR,AL,24,KCA,AL,23,4,8,51,N,,,,KAN06,22561
2008-04-25,0,Fri,OAK,AL,24,SEA,AL,24,4,3,54,N,,,,SEA03,40845
2008-04-25,0,Fri,BOS,AL,25,TBA,AL,23,4,5,63,N,,,,STP01,30290
2008-04-25,0,Fri,MIN,AL,23,TEX,AL,24,5,6,59,N,,,,ARL02,19016
2008-04-26,0,Sat,COL,NL,24,LAN,NL,24,3,11,51,N,,,,LOS03,50469
2008-04-26,0,Sat,FLO,NL,24,MIL,NL,24,3,4,51,N,,,,MIL06,44169
2008-04-26,0,Sat,ATL,NL,24,NYN,NL,23,3,4,51,D,,,,NYC17,51339
2008-04-26,0,Sat,PHI,NL,25,PIT,NL,24,8,4,54,N,,,,PIT08,24791
2008-04-26,0,Sat,ARI,NL,24,SDN,NL,25,7,8,76,D,,,,SAN02,31295
2008-04-26,0,Sat,CIN,NL,25,SFN,NL,25,10,9,54,N,,,,SFO03,34215
2008-04-26,0,Sat,HOU,NL,25,SLN,NL,25,3,4,52,D,,,,STL10,43040
2008-04-26,0,Sat,CHN,NL,24,WAS,NL,25,7,0,54,N,,,,WAS11,35188
2008-04-26,1,Sat,BAL,AL,23,CHA,AL,22,5,1,54,D,,,,CHI12,23043
2008-04-26,2,Sat,BAL,AL,24,CHA,AL,23,5,6,53,N,,,,CHI12,34757
2008-04-26,0,Sat,NYA,AL,25,CLE,AL,24,3,4,52,D,,,,CLE08,35765
2008-04-26,0,Sat,ANA,AL,25,DET,AL,25,4,6,51,D,,,,DET05,42068
2008-04-26,0,Sat,TOR,AL,25,KCA,AL,24,1,2,51,N,,,,KAN06,24078
2008-04-26,0,Sat,OAK,AL,25,SEA,AL,25,3,5,51,N,,,,SEA03,37563
2008-04-26,0,Sat,BOS,AL,26,TBA,AL,24,1,2,51,N,,,,STP01,36048
2008-04-26,0,Sat,MIN,AL,24,TEX,AL,25,12,6,54,N,,,,ARL02,33053
2008-04-27,0,Sun,COL,NL,25,LAN,NL,25,2,3,58,D,,,,LOS03,50670
2008-04-27,0,Sun,FLO,NL,25,MIL,NL,25,3,2,60,D,,,,MIL06,41656
2008-04-27,0,Sun,ATL,NL,25,NYN,NL,24,3,6,51,D,,,,NYC17,53487
2008-04-27,0,Sun,PHI,NL,26,PIT,NL,25,1,5,51,D,,,,PIT08,17588
2008-04-27,0,Sun,ARI,NL,25,SDN,NL,26,2,1,54,D,,,,SAN02,40074
2008-04-27,0,Sun,CIN,NL,26,SFN,NL,26,10,1,54,D,,,,SFO03,39050
2008-04-27,0,Sun,HOU,NL,26,SLN,NL,26,1,5,51,D,,,,STL10,44222
2008-04-27,0,Sun,CHN,NL,25,WAS,NL,26,0,2,51,D,,,,WAS11,33795
2008-04-27,0,Sun,BAL,AL,25,CHA,AL,24,1,6,51,D,,,,CHI12,29756
2008-04-27,0,Sun,NYA,AL,26,CLE,AL,25,1,0,54,D,,,,CLE08,31598
2008-04-27,0,Sun,ANA,AL,26,DET,AL,26,6,2,54,N,,,,DET05,36347
2008-04-27,0,Sun,TOR,AL,26,KCA,AL,25,5,2,54,D,,,,KAN06,13998
2008-04-27,0,Sun,OAK,AL,26,SEA,AL,26,4,2,54,D,,,,SEA03,32612
2008-04-27,0,Sun,BOS,AL,27,TBA,AL,25,0,3,51,D,,,,STP01,32363
2008-04-27,0,Sun,MIN,AL,25,TEX,AL,26,0,10,51,D,,,,ARL02,19911
2008-04-28,0,Mon,HOU,NL,27,ARI,NL,26,3,5,51,N,,,,PHO01,19868
2008-04-28,0,Mon,COL,NL,26,SFN,NL,27,0,4,51,N,,,,SFO03,30153
2008-04-28,0,Mon,CIN,NL,27,SLN,NL,27,4,3,54,N,,,,STL10,37229
2008-04-28,0,Mon,OAK,AL,27,ANA,AL,27,14,2,54,N,,,,ANA01,37725
2008-04-28,0,Mon,BAL,AL,26,CHA,AL,25,4,3,84,D,,,,CHI12,17367
2008-04-28,0,Mon,NYA,AL,27,CLE,AL,26,5,2,54,N,,,,CLE08,20689
2008-04-29,0,Tue,HOU,NL,28,ARI,NL,27,6,4,54,N,,,,PHO01,20241
2008-04-29,0,Tue,MIL,NL,26,CHN,NL,26,10,7,54,N,,,,CHI11,39543
2008-04-29,0,Tue,LAN,NL,26,FLO,NL,26,7,6,54,N,,,,MIA01,11334
2008-04-29,0,Tue,PIT,NL,26,NYN,NL,25,4,5,64,N,,,,NYC17,46982
2008-04-29,0,Tue,SDN,NL,27,PHI,NL,27,4,7,51,N,,,,PHI13,34207
2008-04-29,0,Tue,COL,NL,27,SFN,NL,28,3,2,54,N,,,,SFO03,32176
2008-04-29,0,Tue,CIN,NL,28,SLN,NL,28,2,7,51,N,,,,STL10,35356
2008-04-29,0,Tue,ATL,NL,26,WAS,NL,27,3,6,51,N,,,,WAS11,25285
2008-04-29,0,Tue,OAK,AL,28,ANA,AL,28,0,2,51,N,,,,ANA01,35764
2008-04-29,0,Tue,TBA,AL,26,BAL,AL,27,4,7,51,N,,,,BAL12,11588
2008-04-29,0,Tue,TOR,AL,27,BOS,AL,28,0,1,53,N,,,,BOS07,37215
2008-04-29,0,Tue,SEA,AL,27,CLE,AL,27,7,2,54,N,,,,CLE08,13827
2008-04-29,0,Tue,CHA,AL,26,MIN,AL,26,1,3,51,N,,,,MIN03,20891
2008-04-29,0,Tue,DET,AL,27,NYA,AL,28,6,4,54,N,,,,NYC16,49194
2008-04-29,0,Tue,KCA,AL,26,TEX,AL,27,9,5,54,N,,,,ARL02,16472
2008-04-30,0,Wed,HOU,NL,29,ARI,NL,28,7,8,51,D,,,,PHO01,21519
2008-04-30,0,Wed,MIL,NL,27,CHN,NL,27,5,19,51,N,,,,CHI11,39908
2008-04-30,0,Wed,LAN,NL,27,FLO,NL,27,13,1,54,N,,,,MIA01,10792
2008-04-30,0,Wed,PIT,NL,27,NYN,NL,26,13,1,54,D,,,,NYC17,46788
2008-04-30,0,Wed,SDN,NL,28,PHI,NL,28,4,2,54,N,,,,PHI13,36648
2008-04-30,0,Wed,COL,NL,28,SFN,NL,29,2,3,51,D,,,,SFO03,30509
2008-04-30,0,Wed,CIN,NL,29,SLN,NL,29,2,5,51,D,,,,STL10,40629
2008-04-30,0,Wed,ATL,NL,27,WAS,NL,28,2,3,69,D,,,,WAS11,29473
2008-04-30,0,Wed,OAK,AL,29,ANA,AL,29,1,6,51,N,,,,ANA01,35301
2008-04-30,0,Wed,TBA,AL,27,BAL,AL,28,8,1,54,N,,,,BAL12,11944
2008-04-30,0,Wed,TOR,AL,28,BOS,AL,29,1,2,53,N,,,,BOS07,37710
2008-04-30,0,Wed,SEA,AL,28,CLE,AL,28,3,8,51,N,,,,CLE08,15279
2008-04-30,0,Wed,CHA,AL,27,MIN,AL,27,3,4,51,D,,,,MIN03,19137
2008-04-30,0,Wed,DET,AL,28,NYA,AL,29,6,2,54,N,,,,NYC16,49513
2008-04-30,0,Wed,KCA,AL,27,TEX,AL,28,9,11,51,N,,,,ARL02,17705
2008-05-01,0,Thu,MIL,NL,28,CHN,NL,28,4,3,54,D,,,,CHI11,40849
2008-05-01,0,Thu,LAN,NL,28,FLO,NL,28,5,3,54,D,,,,MIA01,15556
2008-05-01,0,Thu,SDN,NL,29,PHI,NL,29,2,3,51,N,,,,PHI13,33001
2008-05-01,0,Thu,PIT,NL,28,WAS,NL,29,2,3,51,N,,,,WAS11,24723
2008-05-01,0,Thu,OAK,AL,30,ANA,AL,30,15,8,54,N,,,,ANA01,37396
2008-05-01,0,Thu,TBA,AL,28,BAL,AL,29,4,2,54,D,,,,BAL12,16456
2008-05-01,0,Thu,TOR,AL,29,BOS,AL,30,3,0,54,N,,,,BOS07,37821
2008-05-01,0,Thu,SEA,AL,29,CLE,AL,29,2,3,65,N,,,,CLE08,15722
2008-05-01,0,Thu,DET,AL,29,NYA,AL,30,8,4,54,N,,,,NYC16,50993
2008-05-01,0,Thu,KCA,AL,28,TEX,AL,29,1,2,51,D,,,,ARL02,14563
2008-05-02,0,Fri,NYN,NL,27,ARI,NL,29,7,2,54,N,,,,PHO01,35682
2008-05-02,0,Fri,CIN,NL,30,ATL,NL,28,0,2,51,N,,,,ATL02,32057
2008-05-02,0,Fri,LAN,NL,29,COL,NL,29,11,6,54,N,,,,DEN02,30291
